100000000	1,065
200000000	1,065
300000000	1,065
300000000	1,165
300000000	1,205
400000000	1,065
500000000	1,065
500000000	1,165
500000000	1,205
600000000	1,065
600000000	1,165
600000000	1,205
600000000	1,475
700000000	1,065
700000000	1,165
700000000	1,205
800000000	1,065
800000000	1,475
900000000	1,065
900000000	1,165
900000000	1,205
900000000	1,475
1000000000	1,065
1000000000	1,165
1000000000	1,205
1000000000	1,475
1100000000	1,065
1100000000	1,165
1100000000	1,205
1100000000	1,475
1200000000	1,065
1200000000	1,165
1200000000	1,205
1200000000	1,475
1300000000	1,055
1300000000	1,165
1300000000	1,205
1300000000	1,475
1400000000	1,065
1400000000	1,165
1400000000	1,215
1500000000	1,065
1500000000	1,165
1500000000	1,195
1500000000	1,205
1500000000	1,215
1500000000	1,475
1600000000	1,065
1600000000	1,475
1700000000	1,045
1700000000	1,055
1700000000	1,065
1700000000	1,165
1700000000	1,195
1700000000	1,205
1700000000	1,215
1700000000	1,475
1800000000	1,045
1800000000	1,055
1800000000	1,065
1800000000	1,165
1800000000	1,195
1800000000	1,205
1800000000	1,215
1800000000	1,475
1900000000	1,065
1900000000	1,475
2000000000	1,065
2000000000	1,165
2000000000	1,195
2000000000	1,205
2000000000	1,215
2000000000	1,475
2100000000	1,065
2100000000	1,165
2100000000	1,195
2100000000	1,205
2100000000	1,215
2100000000	1,475
2200000000	1,065
2300000000	1,065
2300000000	1,165
2300000000	1,195
2300000000	1,205
2300000000	1,215
2300000000	1,445
2300000000	1,455
2300000000	1,475
2400000000	1,065
2400000000	1,165
2400000000	1,175
2400000000	1,185
2400000000	1,195
2400000000	1,205
2400000000	1,215
2400000000	1,475
2500000000	1,065
2500000000	1,165
2500000000	1,175
2500000000	1,185
2500000000	1,195
2500000000	1,205
2500000000	1,215
2500000000	1,475
2600000000	1,065
2600000000	1,165
2600000000	1,175
2600000000	1,185
2600000000	1,195
2600000000	1,205
2600000000	1,215
2600000000	1,455
2700000000	1,065
2700000000	1,165
2700000000	1,175
2700000000	1,185
2700000000	1,195
2700000000	1,205
2700000000	1,215
2700000000	1,475
2800000000	1,035
2800000000	1,045
2800000000	1,065
2800000000	1,165
2800000000	1,175
2800000000	1,185
2800000000	1,195
2800000000	1,445
2800000000	1,455
2800000000	1,475
2900000000	1,035
2900000000	1,045
2900000000	1,065
2900000000	1,165
2900000000	1,175
2900000000	1,185
2900000000	1,195
2900000000	1,475
3000000000	1,065
3000000000	1,165
3000000000	1,175
3000000000	1,185
3000000000	1,195
3000000000	1,475
3100000000	1,065
3100000000	1,165
3100000000	1,175
3100000000	1,185
3100000000	1,195
